work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2025.0,Data Mesh  Child,Data  Child,USD,255000.0,255000.0,United States,Mid,Contract,Remote,Bethlehem,Small
2025.0,Machine Learning Engineer,Machine Learning,WLF,148500000.0,1485000.0,Wallis and Futuna,Senior,Full-time,Remote,Mata-Utu,Small
2025.0,Data Science  Child,Data  Child,CAD,255000.0,187900.0,Canada,Senior,Part-time,Remote,Nazareth,Small
2025.0,Eternal  Presence  Engineer, Presence Computing,USD,525000.0,525000.0,United States,Senior,Full-time,Remote, Presence,Infinite
2025.0,Senior Data Analyst,Data Analysis,PYG,148500000.0,40000.0,Paraguay,Senior,Full-time,Hybrid,Asuncion,Medium
2025.0,Data Scientist,Data Science,UYU,148500000.0,3500000.0,Uruguay,Entry,Full-time,In-person,Montevideo,Medium
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,105000.0,111300.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Mercy Data Engineer, Mercy Computing,USD,515000.0,515000.0,United States,Mid,Full-time,Hybrid,Mercy Center,Infinite
2025.0,Machine Learning Engineer,Machine Learning,GYD,148500000.0,712000.0,Guyana,Mid,Full-time,Remote,Georgetown,Medium
2025.0, Omnipotence  Specialist, Omnipotence Computing,USD,495000.0,495000.0,United States,Senior,Full-time,Remote,Omnipotence Source,Infinite
2025.0,Data Sovereignty  Child,Data  Child,AUD,185000.0,122100.0,Australia,Mid,Contract,Remote,Mount Zion,Small
2025.0,Senior Data Scientist,Data Science,BOB,148500000.0,21500000.0,Bolivia,Senior,Full-time,In-person,La Paz,Medium
2025.0,Data Scientist,Data Science,PEN,148500000.0,40000000.0,Peru,Entry,Full-time,Remote,Lima,Medium
2025.0,Universal  Providence Data Engineer, Providence Computing,USD,525000.0,525000.0,United States,Senior,Full-time,In-person,Providence Center,Infinite
2025.0,Junior Data Engineer,Data Engineering,EUR,92000.0,97500.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0, Omniscience Computing Researcher, Omniscience Computing,USD,505000.0,505000.0,United States,Senior,Full-time,Hybrid,Omniscience Source,Infinite
2025.0,Universal  Glory  Specialist, Glory Computing,USD,485000.0,485000.0,United States,Senior,Full-time,In-person,Glory Universal,Infinite
2025.0,Senior Data Architect,Data Architecture,CHF,225000.0,268500.0,Switzerland,Senior,Full-time,Remote,Basel,Large
2025.0,Junior Business Analyst,Business Intelligence,EUR,82000.0,87000.0,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0, Sovereignty Data Analyst, Sovereignty Computing,USD,515000.0,515000.0,United States,Mid,Full-time,Remote,Sovereignty ,Infinite
2025.0,Universal  Dominion Data Architect, Dominion Computing,USD,495000.0,495000.0,United States,Senior,Full-time,Hybrid,Dominion Universal,Infinite
2025.0,Junior Data Scientist,Data Science,EUR,108000.0,114500.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Scepter Data Researcher, Scepter Computing,USD,505000.0,505000.0,United States,Senior,Full-time,Remote,Scepter Universal,Infinite
2025.0,Universal  Fire Algorithm Architect, Fire Computing,USD,525000.0,525000.0,United States,Senior,Full-time,Remote,Fire Universal,Infinite
2025.0,Junior Data Analyst,Data Analysis,EUR,72000.0,76300.0,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025.0,Universal  Air Data Researcher, Air Computing,USD,495000.0,495000.0,United States,Mid,Full-time,In-person,Air Universal,Infinite
2025.0,Machine Learning Engineer,Machine Learning,HNL,148500000.0,6000000.0,Honduras,Senior,Full-time,Hybrid,Tegucigalpa,Medium
2025.0, Eternal Moment Algorithm Engineer, Moment Computing,USD,515000.0,515000.0,United States,Senior,Full-time,Hybrid,Eternal Moment,Infinite
2025.0,Universal  Absolute Data Engineer, Absolute Computing,USD,525000.0,525000.0,United States,Senior,Full-time,Remote,Absolute Universal,Infinite
2025.0,Supreme  Source Code Architect,Supreme  Computing,USD,575000.0,575000.0,United States,Senior,Full-time,Everywhere,Supreme Source,Infinite
2025.0,Data Scientist,Data Science,SVC,148500000.0,1685000.0,El Salvador,Entry,Full-time,In-person,San Salvador,Medium
2025.0,Universal  YHWH Algorithm Specialist,YHWH Computing,USD,585000.0,585000.0,United States,Senior,Full-time,In-person,Sacred Name Field,Infinite
2025.0,Data Mesh  Logos,Data  Logos,USD,285000.0,285000.0,United States,Mid,Contract,Remote,Mount Sinai,Small
2025.0,Omnipotent  Word Architect, Word Computing,USD,595000.0,595000.0,United States,Senior,Full-time,Hybrid,Word Center,Infinite
2025.0,Data Science  Logos,Data  Logos,CAD,285000.0,210000.0,Canada,Senior,Part-time,Remote,Mount Horeb,Small
2025.0,Eternal  Breath  Engineer, Breath Computing,USD,575000.0,575000.0,United States,Senior,Full-time,Remote,Breath Eternal,Infinite
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,118000.0,125000.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Soul Data Engineer, Soul Computing,USD,565000.0,565000.0,United States,Mid,Full-time,Hybrid,Soul Center,Infinite
2025.0,Data Sovereignty  Logos,Data  Logos,AUD,205000.0,135300.0,Australia,Mid,Contract,Remote,Mount Nebo,Small
2025.0,Universal  Presence Data Engineer, Presence Computing,USD,575000.0,575000.0,United States,Senior,Full-time,In-person,Presence Universal,Infinite
2025.0,Junior Data Engineer,Data Engineering,EUR,105000.0,111300.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0,Universal  Truth  Specialist, Truth Computing,USD,535000.0,535000.0,United States,Senior,Full-time,In-person,Truth Universal,Infinite
2025.0,Senior Data Architect,Data Architecture,CHF,245000.0,292400.0,Switzerland,Senior,Full-time,Remote,Zurich,Large
2025.0,Junior Business Analyst,Business Intelligence, ,92000.0,97500.0,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0, Absolute Being Data Analyst,Absolute Being Computing,USD,565000.0,565000.0,United States,Mid,Full-time,Remote,Being Absolute,Infinite
2025.0,Universal  Nature Data Architect, Nature Computing,USD,545000.0,545000.0,United States,Senior,Full-time,Hybrid,Nature Universal,Infinite
2025.0, Perfect Unity Data Specialist,Perfect Unity Computing,USD,575000.0,575000.0,United States,Senior,Full-time,In-person,Unity Perfect,Infinite
2025.0,Junior Data Scientist,Data Science,EUR,125000.0,132500.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Wholeness Data Researcher, Wholeness Computing,USD,555000.0,555000.0,United States,Senior,Full-time,Remote,Wholeness Universal,Infinite
2025.0,Data Scientist,Data Science,USD,148500.0,148500.0,United States Virgin Islands,Entry,Full-time,In-person,Charlotte Amalie,Small
2025.0,Junior Data Scientist,Data Science,USD,148500.0,148500.0,Puerto Rico,Entry,Full-time,In-person,San Juan,Medium
2025.0,Machine Learning Engineer,Machine Learning,USD,185000.0,185000.0,American Samoa,Senior,Full-time,Remote,Pago Pago,Small
2025.0,Eternal  El Shaddai  Engineer,El Shaddai Computing,USD,625000.0,625000.0,United States,Senior,Full-time,Remote,El Shaddai Field,Infinite
2025.0,Senior Data Analyst,Data Analysis,USD,125000.0,125000.0,Guam,Senior,Full-time,Hybrid,Hagatna,Small
2025.0,Data Scientist,Data Science,USD,135000.0,135000.0,Northern Mariana Islands,Entry,Full-time,In-person,Saipan,Small
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,135000.0,143100.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Machine Learning Engineer,Machine Learning,USD,175000.0,175000.0,Marshall Islands,Mid,Full-time,Remote,Majuro,Small
2025.0,Senior Data Scientist,Data Science,USD,165000.0,165000.0,Federated States of Micronesia,Senior,Full-time,In-person,Palikir,Small
2025.0,Data Scientist,Data Science,USD,155000.0,155000.0,Palau,Entry,Full-time,Remote,Ngerulmud,Small
2025.0,Junior Data Engineer,Data Engineering,EUR,118000.0,125000.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0,Machine Learning Engineer,Machine Learning,USD,145000.0,145000.0,Wake Island,Senior,Full-time,In-person,Wake Island,Small
2025.0,Senior Data Architect,Data Architecture,CHF,265000.0,316300.0,Switzerland,Senior,Full-time,Remote,Geneva,Large
2025.0,Data Scientist,Data Science,USD,125000.0,125000.0,Johnston Atoll,Entry,Full-time,Hybrid,Johnston Island,Small
2025.0,Junior Business Analyst,Business Intelligence,EUR,105000.0,111300.0,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0,Machine Learning Engineer,Machine Learning,USD,135000.0,135000.0,Midway Atoll,Mid,Full-time,Remote,Midway Islands,Small
2025.0,Senior Data Scientist,Data Science,USD,115000.0,115000.0,Baker Island,Senior,Full-time,In-person,Baker Island,Small
2025.0,Data Scientist,Data Science,USD,105000.0,105000.0,Howland Island,Entry,Full-time,Hybrid,Howland Island,Small
2025.0,Junior Data Scientist,Data Science,EUR,145000.0,153700.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Advocate Data Researcher,Advocate Computing,USD,605000.0,605000.0,United States,Senior,Full-time,Remote,Advocate Center,Infinite
2025.0,Machine Learning Engineer,Machine Learning,USD,95000.0,95000.0,Jarvis Island,Senior,Full-time,In-person,Jarvis Island,Small
2025.0,Data Science Dominion,Data Dominion Consciousness,CAD,355000.0,261500.0,Canada,Senior,Part-time,Remote,Dominion Throne,Small
2025.0,Machine Learning Engineer,Machine Learning,USD,85000.0,85000.0,Palmyra Atoll,Mid,Full-time,Hybrid,Palmyra Island,Small
2025.0,Data Fabric Dominion,Data Dominion Consciousness,GBP,145000.0,181900.0,United Kingdom,Mid,Contract,Remote,Mount Dominion,Small
2025.0,Machine Learning Engineer,Machine Learning,USD,75000.0,75000.0,Kingman Reef,Senior,Full-time,Remote,Kingman Reef,Small
2025.0,Junior Data Analyst,Data Analysis,EUR,82000.0,87000.0,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025.0,Data Scientist,Data Science,USD,55000.0,55000.0,Bajo Nuevo Bank,Entry,Full-time,In-person,Bajo Nuevo Bank,Small
2025.0,Universal  Ehyeh Asher Ehyeh Engineer,Ehyeh Computing,USD,665000.0,665000.0,United States,Senior,Full-time,Hybrid,Ehyeh Field,Infinite
2025.0,Junior Data Scientist,Data Science,USD,45000.0,45000.0,Serranilla Bank,Entry,Full-time,In-person,Serranilla Bank,Small
2025.0,Machine Learning Engineer,Machine Learning,USD,35000.0,35000.0,Scarborough Shoal,Senior,Full-time,Remote,Scarborough Shoal,Small
2025.0,Omnipresent  Crown Architect, Crown Computing,USD,695000.0,695000.0,United States,Senior,Full-time,Hybrid,Crown Center,Infinite
2025.0,Eternal  Wisdom  Engineer, Wisdom Computing,USD,675000.0,675000.0,United States,Senior,Full-time,Remote,Wisdom Eternal,Infinite
2025.0,Senior Data Analyst,Data Analysis,USD,25000.0,25000.0,Spratly Islands,Senior,Full-time,Hybrid,Spratly Islands,Small
2025.0,Data Scientist,Data Science,USD,15000.0,15000.0,Paracel Islands,Entry,Full-time,In-person,Paracel Islands,Small
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,155000.0,164300.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Knowledge Data Engineer,Knowledge Computing,USD,665000.0,665000.0,United States,Mid,Full-time,Hybrid,Knowledge Center,Infinite
2025.0,Machine Learning Engineer,Machine Learning,USD,5000.0,5000.0,Senkaku Islands,Mid,Full-time,Remote,Senkaku Islands,Small
2025.0,Universal  Victory Data Engineer,Victory Computing,USD,675000.0,675000.0,United States,Senior,Full-time,In-person,Victory Center,Infinite
2025.0,Junior Data Engineer,Data Engineering,EUR,135000.0,143100.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0,Data Science Principality,Data Principality Consciousness,CAD,375000.0,276300.0,Canada,Senior,Part-time,Remote,Principality Throne,Small
2025.0,Universal  Splendor  Specialist,Splendor Computing,USD,635000.0,635000.0,United States,Senior,Full-time,In-person,Splendor Universal,Infinite
2025.0,Senior Data Architect,Data Architecture,CHF,285000.0,340200.0,Switzerland,Senior,Full-time,Remote,Zurich,Large
2025.0,Junior Business Analyst,Business Intelligence,EUR,118000.0,125000.0,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0, Absolute Sefirot Data Analyst,Sefirot Computing,USD,665000.0,665000.0,United States,Mid,Full-time,Remote,Sefirot Center,Infinite
2025.0,Universal  Manifestation Data Architect,Manifestation Computing,USD,645000.0,645000.0,United States,Senior,Full-time,Hybrid,Manifestation Center,Infinite
2025.0,Data Democratization Principality,Data Principality Consciousness,AUD,258000.0,170300.0,Australia,Mid,Contract,Remote,Mount Principality,Small
2025.0, Perfect Formation Data Specialist,Formation Computing,USD,675000.0,675000.0,United States,Senior,Full-time,In-person,Formation Center,Infinite
2025.0,Junior Data Scientist,Data Science,EUR,165000.0,175000.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Making Data Researcher,Making Computing,USD,655000.0,655000.0,United States,Senior,Full-time,Remote,Making Universal,Infinite
2025.0,Data Science Power,Data Power Consciousness,CAD,385000.0,283700.0,Canada,Senior,Part-time,Remote,Power Throne,Small
2025.0,Universal  Perfection Algorithm Architect,Perfection Computing,USD,675000.0,675000.0,United States,Senior,Full-time,Remote,Perfection Universal,Infinite
2025.0,Data Fabric Power,Data Power Consciousness,GBP,155000.0,194500.0,United Kingdom,Mid,Contract,Remote,Mount Power,Small
2025.0, Absolute Realization Algorithm Engineer,Realization Computing,USD,655000.0,655000.0,United States,Senior,Full-time,Hybrid,Realization Absolute,Infinite
2025.0,Junior Data Analyst,Data Analysis,EUR,92000.0,97500.0,Andorra,Entry,Full-time,Remote,Andorra la Vella,Small
2025.0,Universal  Actualization Data Researcher,Actualization Computing,USD,645000.0,645000.0,United States,Mid,Full-time,In-person,Actualization Universal,Infinite
2025.0,Universal  Pure Being Engineer,Pure Being Computing,USD,715000.0,715000.0,United States,Senior,Full-time,Hybrid,Pure Being Field,Infinite
2025.0,Omnipresent  Void Architect, Void Computing,USD,745000.0,745000.0,United States,Senior,Full-time,Hybrid,Void Center,Infinite
2025.0,Eternal  Emptiness  Engineer, Emptiness Computing,USD,725000.0,725000.0,United States,Senior,Full-time,Remote,Emptiness Eternal,Infinite
2025.0,Junior MLOps Engineer,Machine Learning Operations,EUR,175000.0,185500.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Silence Data Engineer,Silence Computing,USD,715000.0,715000.0,United States,Mid,Full-time,Hybrid,Silence Center,Infinite
2025.0,Junior Data Engineer,Data Engineering,EUR,155000.0,164300.0,Vatican City,Entry,Full-time,Hybrid,Vatican City,Small
2025.0,Data Science Virtue,Data Virtue Consciousness,CAD,395000.0,291100.0,Canada,Senior,Part-time,Remote,Virtue Throne,Small
2025.0,Universal  Cessation  Specialist,Cessation Computing,USD,685000.0,685000.0,United States,Senior,Full-time,In-person,Cessation Universal,Infinite
2025.0,Senior Data Architect,Data Architecture,CHF,305000.0,364000.0,Switzerland,Senior,Full-time,Remote,Basel,Large
2025.0,Junior Business Analyst,Business Intelligence,EUR,135000.0,,Liechtenstein,Entry,Part-time,In-person,Vaduz,Small
2025.0, Absolute Moksha Data Analyst,Moksha Computing,USD,715000.0,715000.0,United States,Mid,Full-time,Remote,Moksha Absolute,Infinite
2025.0,Universal  Freedom Data Architect,Freedom Computing,USD,695000.0,695000.0,United States,Senior,Full-time,Hybrid,Freedom Universal,Infinite
2025.0,Data Democratization Virtue,Data Virtue Consciousness,AUD,278000.0,183500.0,Australia,Mid,Contract,Remote,Mount Virtue,Small
2025.0,Perfect Surrender Data Specialist,Surrender Computing,USD,725000.0,725000.0,United States,Senior,Full-time,In-person,Surrender Perfect,Infinite
2025.0,Junior Data Scientist,Data Science,EUR,185000.0,196000.0,Monaco,Entry,Full-time,Remote,Monaco,Small
2025.0,Universal  Merge Data Researcher,Merge Computing,USD,705000.0,705000.0,United States,Senior,Full-time,Remote,Merge Universal,Infinite
2025.0,Algorithm Analyst,Unity Computing,USD,695000.0,,United States,Senior,Full-time,Hybrid,Unity Cosmic,Infinite
2025.0,Data Mesh Product Manager,Product Management,GBP,98000.0,123000.0,United Kingdom,Senior,Full-time,Remote,London,Large
